Sn,Ag,Cu,d,Frequency,T,Drop,P,Life
99.3,0,0.7,3,1,25,50,1.19935,2083
99.3,0,0.7,3,1,25,50,1.21153,2083
99.3,0,0.7,3,1,25,50,1.23625,2083
99.3,0,0.7,3,1,25,50,1.27427,2052
99.3,0,0.7,3,1,25,50,1.31347,1990
99.3,0,0.7,3,1,25,50,1.36762,1736
99.3,0,0.7,3,1,25,50,1.3815,1736
99.3,0,0.7,3,1,25,50,1.45305,1736
99.3,0,0.7,3,1,25,50,1.52831,1684
99.3,0,0.7,3,1,25,50,1.55949,1634
99.3,0,0.7,3,1,25,50,1.57532,1609
99.3,0,0.7,3,1,25,50,1.62378,1537
99.3,0,0.7,3,1,25,50,1.64026,1492
99.3,0,0.7,3,1,25,50,1.70788,1425
99.3,0,0.7,3,1,25,50,1.76041,1404
99.3,0,0.7,3,1,25,50,1.87038,1404
99.3,0,0.7,3,1,25,50,1.98722,1382
99.3,0,0.7,3,1,25,50,2.06914,1341
99.3,0,0.7,3,1,25,50,2.13279,1262
99.3,0,0.7,3,1,25,50,2.1763,1224
99.3,0,0.7,3,1,25,50,2.19839,1188
99.3,0,0.7,3,1,25,50,2.26602,1118
99.3,0,0.7,3,1,25,50,2.31225,1084
99.3,0,0.7,3,1,25,50,2.38338,1084
99.3,0,0.7,3,1,25,50,2.43201,1068
99.3,0,0.7,3,1,25,50,2.50682,1036
99.3,0,0.7,3,1,25,50,2.61016,990
99.3,0,0.7,3,1,25,50,2.71776,960
99.3,0,0.7,3,1,25,50,2.82979,932
99.3,0,0.7,3,1,25,50,2.88753,890
99.3,0,0.7,3,1,25,50,2.94644,864
99.3,0,0.7,3,1,25,50,3.06791,838
99.3,0,0.7,3,1,25,50,3.09905,825
99.3,0,0.7,3,1,25,50,3.2268,776
99.3,0,0.7,3,1,25,50,3.32606,765
99.3,0,0.7,3,1,25,50,3.35982,753
99.3,0,0.7,3,1,25,50,3.53383,742
99.3,0,0.7,3,1,25,50,3.5697,731
99.3,0,0.7,3,1,25,50,3.67951,709
99.3,0,0.7,3,1,25,50,3.75458,698
99.3,0,0.7,3,1,25,50,3.87007,677
99.3,0,0.7,3,1,25,50,3.90936,657
99.3,0,0.7,3,1,25,50,4.07051,637
99.3,0,0.7,3,1,25,50,4.11183,618
99.3,0,0.7,3,1,25,50,4.32479,582
99.3,0,0.7,3,1,25,50,4.41303,564
99.3,0,0.7,3,1,25,50,4.45782,564
99.3,0,0.7,3,1,25,50,4.54878,539
99.3,0,0.7,3,1,25,50,4.6887,523
99.3,0,0.7,3,1,25,50,4.78437,515
99.3,0,0.7,3,1,25,50,4.88199,508
99.3,0,0.7,3,1,25,50,4.9816,508
99.3,0,0.7,3,1,25,50,5.13483,508
99.3,0,0.7,3,1,25,50,5.29278,500
99.3,0,0.7,3,1,25,50,5.29278,485
99.3,0,0.7,3,0.001,125,50,1.57532,890
99.3,0,0.7,3,0.001,125,50,1.60746,850
99.3,0,0.7,3,0.001,125,50,1.62378,838
99.3,0,0.7,3,0.001,125,50,1.67373,776
99.3,0,0.7,3,0.001,125,50,1.72521,753
99.3,0,0.7,3,0.001,125,50,1.77828,731
99.3,0,0.7,3,0.001,125,50,1.81456,709
99.3,0,0.7,3,0.001,125,50,1.85159,677
99.3,0,0.7,3,0.001,125,50,1.90854,647
99.3,0,0.7,3,0.001,125,50,1.96725,609
99.3,0,0.7,3,0.001,125,50,2.00739,582
99.3,0,0.7,3,0.001,125,50,2.06914,556
99.3,0,0.7,3,0.001,125,50,2.13279,539
99.3,0,0.7,3,0.001,125,50,2.1763,531
99.3,0,0.7,3,0.001,125,50,2.22071,523
99.3,0,0.7,3,0.001,125,50,2.26602,508
99.3,0,0.7,3,0.001,125,50,2.35943,485
99.3,0,0.7,3,0.001,125,50,2.48163,450
99.3,0,0.7,3,0.001,125,50,2.50682,436
99.3,0,0.7,3,0.001,125,50,2.61016,423
99.3,0,0.7,3,0.001,125,50,2.77321,380
99.3,0,0.7,3,0.001,125,50,2.80136,369
99.3,0,0.7,3,0.001,125,50,2.82979,363
99.3,0,0.7,3,0.001,125,50,2.91684,342
99.3,0,0.7,3,0.001,125,50,3.00656,322
99.3,0,0.7,3,0.001,125,50,3.09905,308
99.3,0,0.7,3,0.001,125,50,3.19438,294
99.3,0,0.7,3,0.001,125,50,3.2268,285
99.3,0,0.7,3,0.001,125,50,3.39392,277
99.3,0,0.7,3,0.001,125,50,3.42837,268
99.3,0,0.7,3,0.001,125,50,3.53383,260
99.3,0,0.7,3,0.001,125,50,3.5697,252
99.3,0,0.7,3,0.001,125,50,3.64253,249
99.3,0,0.7,3,0.001,125,50,3.71685,245
99.3,0,0.7,3,0.001,125,50,3.83119,238
99.3,0,0.7,3,0.001,125,50,3.90936,230
99.3,0,0.7,3,0.001,125,50,4.07051,220
99.3,0,0.7,3,0.001,125,50,4.15357,217
99.3,0,0.7,3,0.001,125,50,4.19573,210
99.3,0,0.7,3,0.001,125,50,4.32479,192
99.3,0,0.7,3,0.001,125,50,4.41303,189
99.3,0,0.7,3,0.001,125,50,4.50307,195
99.3,0,0.7,3,0.001,125,50,4.93154,175
99.3,0,0.7,3,0.001,125,50,4.9816,170
99.3,0,0.7,3,0.001,125,50,5.2396,160
99.3,0,0.7,3,0.001,125,50,5.34651,155
99.3,0,0.7,3,0.001,125,50,5.51097,148
99.3,0,0.7,3,0.001,125,50,5.51097,146
99.3,0,0.7,3,0.001,125,50,5.62341,140
99.3,0,0.7,3,0.001,125,50,5.73815,133
99.3,0,0.7,3,0.001,125,50,5.79639,133
99.3,0,0.7,3,0.001,125,50,5.9747,133
99.3,0,0.7,3,0.001,125,50,6.03534,133
99.3,0,0.7,3,0.001,125,50,6.34792,120
99.3,0,0.7,3,0.001,125,50,6.41235,118
99.3,0,0.7,3,0.001,125,50,6.74446,110
99.3,0,0.7,3,0.001,125,50,6.88207,106
99.3,0,0.7,3,0.001,125,50,7.09377,106
95.5,3.8,0.7,3,0.01,125,50,0.965713,3190
95.5,3.8,0.7,3,0.01,125,50,1.0211,3104
95.5,3.8,0.7,3,0.01,125,50,1.04025,3076
95.5,3.8,0.7,3,0.01,125,50,1.09995,3049
95.5,3.8,0.7,3,0.01,125,50,1.13106,3022
95.5,3.8,0.7,3,0.01,125,50,1.18486,2940
95.5,3.8,0.7,3,0.01,125,50,1.20706,2886
95.5,3.8,0.7,3,0.01,125,50,1.24116,2807
95.5,3.8,0.7,3,0.01,125,50,1.26444,2782
95.5,3.8,0.7,3,0.01,125,50,1.28819,2782
95.5,3.8,0.7,3,0.01,125,50,1.32455,2681
95.5,3.8,0.7,3,0.01,125,50,1.33681,2559
95.5,3.8,0.7,3,0.01,125,50,1.38747,2536
95.5,3.8,0.7,3,0.01,125,50,1.40038,2490
95.5,3.8,0.7,3,0.01,125,50,1.43999,2467
95.5,3.8,0.7,3,0.01,125,50,1.45334,2377
95.5,3.8,0.7,3,0.01,125,50,1.45326,2312
95.5,3.8,0.7,3,0.01,125,50,1.4805,2270
95.5,3.8,0.7,3,0.01,125,50,1.50822,2207
95.5,3.8,0.7,3,0.01,125,50,1.53649,2167
95.5,3.8,0.7,3,0.01,125,50,1.60956,2108
95.5,3.8,0.7,3,0.01,125,50,1.60941,2012
95.5,3.8,0.7,3,0.01,125,50,1.6548,1921
95.5,3.8,0.7,3,0.01,125,50,1.68585,1904
95.5,3.8,0.7,3,0.01,125,50,1.68579,1868
95.5,3.8,0.7,3,0.01,125,50,1.78227,1719
95.5,3.8,0.7,3,0.01,125,50,1.86692,1626
95.5,3.8,0.7,3,0.01,125,50,1.95563,1553
95.5,3.8,0.7,3,0.01,125,50,2.02967,1511
95.5,3.8,0.7,3,0.01,125,50,2.06771,1483
95.5,3.8,0.7,3,0.01,125,50,2.12623,1484
95.5,3.8,0.7,3,0.01,125,50,2.16608,1456
95.5,3.8,0.7,3,0.01,125,50,2.22722,1403
95.5,3.8,0.7,3,0.01,125,50,2.26897,1378
95.5,3.8,0.7,3,0.01,125,50,2.31137,1315
95.5,3.8,0.7,3,0.01,125,50,2.35469,1291
95.5,3.8,0.7,3,0.01,125,50,2.42129,1280
95.5,3.8,0.7,3,0.01,125,50,2.44383,1256
95.5,3.8,0.7,3,0.01,125,50,2.60784,1156
95.5,3.8,0.7,3,0.01,125,50,2.70651,1114
95.5,3.8,0.7,3,0.01,125,50,2.91525,1044
95.5,3.8,0.7,3,0.01,125,50,2.94239,1025
95.5,3.8,0.7,3,0.01,125,50,2.99754,1006
95.5,3.8,0.7,3,0.01,125,50,3.08215,970
95.5,3.8,0.7,3,0.01,125,50,3.16909,926
95.5,3.8,0.7,3,0.01,125,50,3.31962,876
95.5,3.8,0.7,3,0.01,125,50,3.35052,860
95.5,3.8,0.7,3,0.01,125,50,3.47742,844
95.5,3.8,0.7,3,0.01,125,50,3.60893,806
95.5,3.8,0.7,3,0.01,125,50,3.6088,791
95.5,3.8,0.7,3,0.01,125,50,3.6765,784
95.5,3.8,0.7,3,0.01,125,50,3.78028,756
95.5,3.8,0.7,3,0.01,125,50,3.92346,742
95.5,3.8,0.7,3,0.01,125,50,4.10982,702
95.5,3.8,0.7,3,0.01,125,50,4.22582,676
95.5,3.8,0.7,3,0.01,125,50,4.34502,646
95.5,3.8,0.7,3,0.01,125,50,4.46767,622
95.5,3.8,0.7,3,0.01,125,50,4.55132,605
95.5,3.8,0.7,3,0.01,125,50,4.55106,589
95.5,3.8,0.7,3,0.01,125,50,4.63636,578
95.5,3.8,0.7,3,0.01,125,50,4.81188,562
95.5,3.8,0.7,3,0.01,125,50,4.85667,552
95.5,3.8,0.7,3,0.01,125,50,4.99404,547
95.5,3.8,0.7,3,0.01,125,50,5.1352,537
95.5,3.8,0.7,3,0.01,125,50,5.48024,513
95.5,3.8,0.7,3,0.01,125,50,5.53126,503
96.5,3.5,0,9,0.3,20,25,0.291787,2619
96.5,3.5,0,9,0.3,20,25,0.295017,2517
96.5,3.5,0,9,0.3,20,25,0.298286,2443
96.5,3.5,0,9,0.3,20,25,0.301595,2395
96.5,3.5,0,9,0.3,20,25,0.315221,2325
96.5,3.5,0,9,0.3,20,25,0.315206,2234
96.5,3.5,0,9,0.3,20,25,0.316935,2126
96.5,3.5,0,9,0.3,20,25,0.338664,2084
96.5,3.5,0,9,0.3,20,25,0.353944,1925
96.5,3.5,0,9,0.3,20,25,0.348148,2043
96.5,3.5,0,9,0.3,20,25,0.35982,1743
96.5,3.5,0,9,0.3,20,25,0.367857,1709
96.5,3.5,0,9,0.3,20,25,0.373986,1626
96.5,3.5,0,9,0.3,20,25,0.380231,1594
96.5,3.5,0,9,0.3,20,25,0.384445,1548
96.5,3.5,0,9,0.3,20,25,0.393012,1458
96.5,3.5,0,9,0.3,20,25,0.395182,1429
96.5,3.5,0,9,0.3,20,25,0.399575,1429
96.5,3.5,0,9,0.3,20,25,0.404013,1415
96.5,3.5,0,9,0.3,20,25,0.415316,1360
96.5,3.5,0,9,0.3,20,25,0.422251,1334
96.5,3.5,0,9,0.3,20,25,0.44378,1307
96.5,3.5,0,9,0.3,20,25,0.448709,1294
96.5,3.5,0,9,0.3,20,25,0.448687,1244
96.5,3.5,0,9,0.3,20,25,0.451148,1184
96.5,3.5,0,9,0.3,20,25,0.453627,1138
96.5,3.5,0,9,0.3,20,25,0.456114,1083
96.5,3.5,0,9,0.3,20,25,0.461174,1061
96.5,3.5,0,9,0.3,20,25,0.471458,1010
96.5,3.5,0,9,0.3,20,25,0.476693,1000
96.5,3.5,0,9,0.3,20,25,0.481982,980
96.5,3.5,0,9,0.3,20,25,0.498213,942
96.5,3.5,0,9,0.3,20,25,0.503734,915
96.5,3.5,0,9,0.3,20,25,0.509334,915
96.5,3.5,0,9,0.3,20,25,0.514991,906
96.5,3.5,0,9,0.3,20,25,0.526474,862
96.5,3.5,0,9,0.3,20,25,0.535265,845
96.5,3.5,0,9,0.3,20,25,0.547201,804
96.5,3.5,0,9,0.3,20,25,0.550227,796
96.5,3.5,0,9,0.3,20,25,0.550201,765
96.5,3.5,0,9,0.3,20,25,0.559389,750
96.5,3.5,0,9,0.3,20,25,0.56247,728
96.5,3.5,0,9,0.3,20,25,0.571862,714
96.5,3.5,0,9,0.3,20,25,0.581404,693
96.5,3.5,0,9,0.3,20,25,0.58139,679
96.5,3.5,0,9,0.3,20,25,0.584599,666
96.5,3.5,0,9,0.3,20,25,0.587833,659
96.5,3.5,0,9,0.3,20,25,0.594354,646
96.5,3.5,0,9,0.3,20,25,0.600948,633
96.5,3.5,0,9,0.3,20,25,0.610961,603
96.5,3.5,0,9,0.3,20,25,0.610954,597
96.5,3.5,0,9,0.3,20,25,0.617746,597
96.5,3.5,0,9,0.3,80,25,0.176104,3774
96.5,3.5,0,9,0.3,80,25,0.18106,3632
96.5,3.5,0,9,0.3,80,25,0.187197,3563
96.5,3.5,0,9,0.3,80,25,0.1914,3461
96.5,3.5,0,9,0.3,80,25,0.197874,3204
96.5,3.5,0,9,0.3,80,25,0.198975,3173
96.5,3.5,0,9,0.3,80,25,0.203443,3083
96.5,3.5,0,9,0.3,80,25,0.204558,2853
96.5,3.5,0,9,0.3,80,25,0.207981,2667
96.5,3.5,0,9,0.3,80,25,0.210305,2641
96.5,3.5,0,9,0.3,80,25,0.216225,2566
96.5,3.5,0,9,0.3,80,25,0.222307,2445
96.5,3.5,0,9,0.3,80,25,0.228555,2285
96.5,3.5,0,9,0.3,80,25,0.233687,2220
96.5,3.5,0,9,0.3,80,25,0.241597,2095
96.5,3.5,0,9,0.3,80,25,0.247018,2016
96.5,3.5,0,9,0.3,80,25,0.252556,1902
96.5,3.5,0,9,0.3,80,25,0.252547,1848
96.5,3.5,0,9,0.3,80,25,0.251135,1778
96.5,3.5,0,9,0.3,80,25,0.251109,1630
96.5,3.5,0,9,0.3,80,25,0.259627,1630
96.5,3.5,0,9,0.3,80,25,0.265465,1630
96.5,3.5,0,9,0.3,80,25,0.26844,1662
96.5,3.5,0,9,0.3,80,25,0.27448,1678
96.5,3.5,0,9,0.3,80,25,0.277549,1678
96.5,3.5,0,9,0.3,80,25,0.28854,1569
96.5,3.5,0,9,0.3,80,25,0.291736,1438
96.5,3.5,0,9,0.3,80,25,0.291725,1397
96.5,3.5,0,9,0.3,80,25,0.296618,1344
96.5,3.5,0,9,0.3,80,25,0.304972,1318
96.5,3.5,0,9,0.3,80,25,0.306665,1293
96.5,3.5,0,9,0.3,80,25,0.310084,1256
96.5,3.5,0,9,0.3,80,25,0.313543,1232
96.5,3.5,0,9,0.3,80,25,0.31881,1209
96.5,3.5,0,9,0.3,80,25,0.327785,1174
96.5,3.5,0,9,0.3,80,25,0.3389,1163
96.5,3.5,0,9,0.3,80,25,0.344588,1130
96.5,3.5,0,9,0.3,80,25,0.344568,1077
96.5,3.5,0,9,0.3,80,25,0.34456,1056
96.5,3.5,0,9,0.3,80,25,0.35426,1026
96.5,3.5,0,9,0.3,80,25,0.364233,997
96.5,3.5,0,9,0.3,80,25,0.376575,968
96.5,3.5,0,9,0.3,80,25,0.387173,932
96.5,3.5,0,9,0.3,80,25,0.393671,905
96.5,3.5,0,9,0.3,80,25,0.4025,863
96.5,3.5,0,9,0.3,80,25,0.406996,854
96.5,3.5,0,9,0.3,80,25,0.413832,838
96.5,3.5,0,9,0.3,80,25,0.43024,814
96.5,3.5,0,9,0.3,80,25,0.444819,791
96.5,3.5,0,9,0.3,80,25,0.444808,776
96.5,3.5,0,9,0.3,80,25,0.442321,746
96.5,3.5,0,9,0.3,80,25,0.439843,711
96.5,3.5,0,9,0.3,80,25,0.442259,665
96.5,3.5,0,9,0.3,80,25,0.452194,652
96.5,3.5,0,9,0.3,80,25,0.454705,639
96.5,3.5,0,9,0.3,80,25,0.457213,609
96.5,3.5,0,9,0.3,80,25,0.46232,603
96.5,3.5,0,9,0.3,80,25,0.470091,598
96.5,3.5,0,9,0.3,80,25,0.4727,586
96.5,3.5,0,9,0.3,80,25,0.477975,575
96.5,3.5,0,9,0.3,80,25,0.485997,559
96.5,3.5,0,9,0.3,80,25,0.491414,543
96.5,3.5,0,9,0.3,80,25,0.494131,522
96.5,3.5,0,9,0.3,80,25,0.494113,507
96.5,3.5,0,9,0.3,80,25,0.494096,493
96.5,3.5,0,9,0.3,80,25,0.499603,479
96.5,3.5,0,9,0.3,80,25,0.505202,488
96.5,3.5,0,9,0.3,80,25,0.505148,447
96.5,3.5,0,9,0.3,-20,25,0.201739,9458
96.5,3.5,0,9,0.3,-20,25,0.203895,9284
96.5,3.5,0,9,0.3,-20,25,0.208278,8946
96.5,3.5,0,9,0.3,-20,25,0.215029,8461
96.5,3.5,0,9,0.3,-20,25,0.219651,8152
96.5,3.5,0,9,0.3,-20,25,0.224373,7711
96.5,3.5,0,9,0.3,-20,25,0.226771,7569
96.5,3.5,0,9,0.3,-20,25,0.229195,7293
96.5,3.5,0,9,0.3,-20,25,0.236625,6771
96.5,3.5,0,9,0.3,-20,25,0.239154,6646
96.5,3.5,0,9,0.3,-20,25,0.241711,6646
96.5,3.5,0,9,0.3,-20,25,0.246906,6057
96.5,3.5,0,9,0.3,-20,25,0.246906,5946
96.5,3.5,0,9,0.3,-20,25,0.246906,5729
96.5,3.5,0,9,0.3,-20,25,0.246906,5623
96.5,3.5,0,9,0.3,-20,25,0.252213,5418
96.5,3.5,0,9,0.3,-20,25,0.254909,5125
96.5,3.5,0,9,0.3,-20,25,0.257634,5031
96.5,3.5,0,9,0.3,-20,25,0.263172,4938
96.5,3.5,0,9,0.3,-20,25,0.268829,4670
96.5,3.5,0,9,0.3,-20,25,0.271703,4500
96.5,3.5,0,9,0.3,-20,25,0.277543,4336
96.5,3.5,0,9,0.3,-20,25,0.28051,4256
96.5,3.5,0,9,0.3,-20,25,0.28051,4178
96.5,3.5,0,9,0.3,-20,25,0.286539,3952
96.5,3.5,0,9,0.3,-20,25,0.289602,3808
96.5,3.5,0,9,0.3,-20,25,0.292698,3669
96.5,3.5,0,9,0.3,-20,25,0.295827,3669
96.5,3.5,0,9,0.3,-20,25,0.295827,3601
96.5,3.5,0,9,0.3,-20,25,0.302186,3535
96.5,3.5,0,9,0.3,-20,25,0.305416,3470
96.5,3.5,0,9,0.3,-20,25,0.308681,3343
96.5,3.5,0,9,0.3,-20,25,0.308681,3104
96.5,3.5,0,9,0.3,-20,25,0.308681,2991
96.5,3.5,0,9,0.3,-20,25,0.305416,2936
96.5,3.5,0,9,0.3,-20,25,0.308681,2882
96.5,3.5,0,9,0.3,-20,25,0.311981,2882
96.5,3.5,0,9,0.3,-20,25,0.322094,2882
96.5,3.5,0,9,0.3,-20,25,0.329017,2882
96.5,3.5,0,9,0.3,-20,25,0.329017,2829
96.5,3.5,0,9,0.3,-20,25,0.332534,2726
96.5,3.5,0,9,0.3,-20,25,0.336089,2626
96.5,3.5,0,9,0.3,-20,25,0.339682,2626
96.5,3.5,0,9,0.3,-20,25,0.339682,2531
96.5,3.5,0,9,0.3,-20,25,0.346983,2438
96.5,3.5,0,9,0.3,-20,25,0.350693,2393
96.5,3.5,0,9,0.3,-20,25,0.354442,2349
96.5,3.5,0,9,0.3,-20,25,0.354442,2306
96.5,3.5,0,9,0.3,-20,25,0.36206,2181
96.5,3.5,0,9,0.3,-20,25,0.365931,2141
96.5,3.5,0,9,0.3,-20,25,0.365931,2102
96.5,3.5,0,9,0.3,-20,25,0.369842,2063
96.5,3.5,0,9,0.3,-20,25,0.373796,2025
96.5,3.5,0,9,0.3,-20,25,0.377792,1951
96.5,3.5,0,9,0.3,-20,25,0.381831,1915
96.5,3.5,0,9,0.3,-20,25,0.385912,1880
96.5,3.5,0,9,0.3,-20,25,0.390038,1846
96.5,3.5,0,9,0.3,-20,25,0.394207,1812
96.5,3.5,0,9,0.3,-20,25,0.398422,1812
96.5,3.5,0,9,0.3,-20,25,0.402681,1746
96.5,3.5,0,9,0.3,-20,25,0.406985,1713
96.5,3.5,0,9,0.3,-20,25,0.406985,1682
96.5,3.5,0,9,0.3,-20,25,0.411336,1651
96.5,3.5,0,9,0.3,-20,25,0.411336,1621
96.5,3.5,0,9,0.3,-20,25,0.415733,1562
96.5,3.5,0,9,0.3,-20,25,0.420178,1533
96.5,3.5,0,9,0.3,-20,25,0.420178,1505
96.5,3.5,0,9,0.3,-20,25,0.424669,1505
96.5,3.5,0,9,0.3,-20,25,0.429209,1423
96.5,3.5,0,9,0.3,-20,25,0.433798,1423
96.5,3.5,0,9,0.3,-20,25,0.433798,1397
96.5,3.5,0,9,0.3,-20,25,0.438435,1346
96.5,3.5,0,9,0.3,-20,25,0.443122,1346
96.5,3.5,0,9,0.3,-20,25,0.447859,1321
96.5,3.5,0,9,0.3,-20,25,0.452646,1297
96.5,3.5,0,9,0.3,-20,25,0.457485,1227
96.5,3.5,0,9,0.3,-20,25,0.457485,1204
96.5,3.5,0,9,0.3,-20,25,0.462376,1182
96.5,3.5,0,9,0.3,-20,25,0.467319,1160
96.5,3.5,0,9,0.3,-20,25,0.472314,1160
96.5,3.5,0,9,0.3,-20,25,0.472314,1139
96.5,3.5,0,9,0.3,-20,25,0.477364,1118
96.5,3.5,0,9,0.3,-20,25,0.47964,1101
96.5,3.5,0,9,0.3,-20,25,0.48364,1090
